item_id,old_item_id,release,song,artist,genre,count
17459,7fQmb3jm6SUCAsaZ,2012,Destroy the Obvious,Evans Blue,alternative metal,19
17460,dvfjEpKVTKFa4ykG,2011,Sold Heart,Katatonia,progressive metal,27
17461,zcDKDAYFPEjzGj0Z,2008,Dancing Choose,TV on the Radio,experimental,27
17462,vgWYtda8B3FcxUsA,2011,Diamonds,Ben Howard,folk,26
17463,7RpMnPDp9XTk0ZHI,1991,Rebel Lands,Morbid Angel,death metal,35
17464,4DoIoGrBablfLnfz,2004,Comfortably Numb,Scissor Sisters,electronic,45
17465,a7uIHdSUoDpY8A8C,2005,Amerimacka,Thievery Corporation,lounge,20
17466,h84PqHGXWIzcwXY3,2001,Special,Mew,indie rock,42
17467,1zoEwsASM4ETpeel,2002,Majesty,Madrugada,alternative rock,31
17468,gZ0jPHrpSOq8IWzX,2002,Mystify,Paradise Lost,gothic metal,29
17469,nPdIDS8kMeZpOV7D,1996,A Kiss to Remember,My Dying Bride,doom metal,47
17470,8pI3bOm7hUcx9jJQ,1998,Neurotica,Meshuggah,technical death metal,25
17471,bPTQzgZGXnNwPQ0T,2009,Fate,Leprous,progressive metal,19
17472,411ZaHLGu6RPIFdt,2003,This Land Is Mine,Dido,pop,14
17473,DMyX4DpkoaSHxC23,2015,Annie,Neon Indian,chillwave,46
17474,3OAavlgYlJZRLYW8,2016,Turn Off the Radio,A Day to Remember,post-hardcore,21
17475,R3dJqmJMjUcfVwL6,1994,Lilies,Cranes,industrial,10
17476,Yjvkm4ydCNTXdGiR,2012,Slo-Mo-Tion,Marilyn Manson,industrial rock,10
17477,gC3pR9xad9Cv55V7,1977,Submission,Sex Pistols,punk,24
17478,QveoyxUv5xSg2cCL,2010,Argonaut and Magneto,Kiss the Anus of a Black Cat,neofolk,30
17479,FBXbd1LTReaUf9YB,2015,The River,Wage War,melodic metalcore,32
17480,lZy8lXn9u7t1noGO,2011,Intentions,We Came As Romans,screamo,15
17481,i9TxIdlf7GHL3vdR,2008,The Diary,Hollywood Undead,screamo,14
17482,WC01S8G7tdam4z0K,2018,Machine Gun (F**k The NRA),Yungblud,indie rock,26
17483,C1yHCOYympx4GSud,1996,Bare,The Cure,new wave,15
17484,hK2X8FUzW08uEGkj,1987,Shiver and Shake,The Cure,post-punk,16
17485,CSWecsyTU8PiXW9w,2009,He Will Kill Again,Leprous,progressive metal,13
17486,V0CwpPrG6XMRV7WR,2001,Outside - Original,Staind,soundtrack,41
17487,PFJMZ9SF4VjwQ99m,2001,Long Line Of Cars,Cake,alternative rock,23
17488,shGHX6LK1AqQS3y2,2014,Nabuma Rubberband,Little Dragon,art pop,27
17489,FNwJSeHZpjTclnEl,2015,Humble Ledger (Gnostic States),Eidola,progressive post-hardcore,13
17490,DdtD4xDRjYfyXTVc,1991,Paper Lanterns,Green Day,punk,12
17491,c4OazGRIXZcPs4GY,2019,Let It Be,Millencolin,pop punk,12
17492,yA3GF12Vt8uSuryj,2016,My Allied Ocean,Evergrey,progressive metal,20
17493,XMheSKVIrxIQMREI,2005,Chant A Psalm,Steel Pulse,reggae,9
17494,duyqSQAnT7SMNjzO,2018,Psychotic Kids,Yungblud,indie rock,20
17495,rg04junaWH08U4SI,2013,I Smell A Massacre,Butcher Babies,thrash metal,10
17496,V8gpwrBWuEYG0f4S,2004,Severed Head Stoning,Cannibal Corpse,brutal death metal,14
17497,Qi5TdrztGxuktMit,1998,Dumb,Garbage,alternative rock,15
17498,LfBV0IyrxaMZTj7b,2001,Whatever Happens,Michael Jackson,pop,10
17499,SXyZugLZ3bauXIpk,2002,Shiver,Maroon 5,pop rock,22
17500,7vjgBt4QzlOJvTwJ,2011,Shuffle A Dream,Little Dragon,indietronica,13
17501,FuzQUGCTqdQgeOVW,2018,Farewell to the Flesh,Aborted,deathgrind,27
17502,89JtsYPskjn5JytK,2017,Tetelestai,Eidola,post-rock,15
17503,Dp3vrzrjnAjN7GE7,2014,All Is Now Harmed,Ben Howard,singer-songwriter,20
17504,x9BqjwpbB1gugiFv,2018,The World's First Ever Monster Truck Front Flip,Arctic Monkeys,indie rock,66
17505,ts1C0UfG23eN8y9P,2011,Severus and Lily,Alexandre Desplat,soundtrack,10
17506,3m4scEAOnJrd1fKM,2003,Vigil,Lamb of God,groove metal,24
17507,XnGO4rKoXEW3t3KU,2016,Growth,JinSang,beats,14
17508,CeT7g4rNcepZjBVp,2007,Wake Up,Emigrate,industrial metal,15
17509,99deqQ6xVU3CLoI0,2016,Nonagon,Car Bomb,progressive metalcore,18
17510,oAxKPSPJTyxVQ4NF,2017,Link in Bio,Diet Cig,garage rock,9
17511,QLB2I5eQMCcafxzu,2006,Song of Imaginary Beings,IAMX,electronica,13
17512,LRFl10UsyjtvI1MW,1986,Circles,Dag Nasty,dc hardcore,31
17513,1I245hqKL1Y9MnGl,2018,Vespertine Decay,Aborted,deathgrind,28
17514,IjZP68t2X4AEp0Uo,1987,Stereo Sanctity,Sonic Youth,noise rock,17
17515,kHfP0hOte6XuMZfd,1992,Kick The Tragedy,Drop Nineteens,shoegaze,45
17516,EmilL3rEjbMneTpO,2017,Out,Baths,lo-fi,14
17517,MhECOZnJl2D10Obe,2005,Sweet the Sting,Tori Amos,singer-songwriter,10
17518,TaeREveB9GcfykCB,1998,Wicked Ways,Garbage,alternative rock,15
17519,IaGxmoxhxNrrby2X,2017,Barf Day,Diet Cig,garage rock,12
17520,YRmdRbHJdgfkvIjA,2001,World Of Two,Cake,alternative rock,10
17521,5IPofxaZ2RkUNic1,2011,Promise,Ben Howard,folk,60
17522,SchvjjnD6G6Bvi5u,2018,Stuck with Me,The Neighbourhood,pop,19
17523,39Fo5it6sBs97Mg9,1998,Elastic,Meshuggah,progressive metal,12
17524,uotFbRp6msEeJtQe,2018,Kill Somebody,Yungblud,indie rock,20
17525,yXh5geMv63CM5z9I,2017,Angel on Fire,Halsey,indie pop,20
17526,QT1QCBOnjAQ6vJeK,2016,Joe's Dream,Bat for Lashes,art pop,17
17527,981Lm983YaJcbQV4,2011,Street Joy,White Denim,indie rock,14
17528,DioNUIiUzxgfSLT4,2014,A Question Isn't Answered,Temples,psychedelic rock,14
17529,uGavuEc4V6W0Z8uz,1988,Pictures,Galaxie 500,shoegaze,16
17530,vKcAtdEoYkMRwODP,2004,Wheels,Cake,alternative rock,14
17531,vxybEVTMXgn4JI8G,2018,Bloodlust,Underoath,emocore,19
17532,OjWo6yMLvqZ7Yk8s,2018,River Down Below,Riverside,progressive rock,52
17533,IYbBB5UkbEeUFFOX,1990,911 Is a Joke,Public Enemy,hip hop,24
17534,AekN3Dv8kXxFuDAW,2009,Moment Of Peace,Gregorian,new age,17
17535,aHtp7jxMvLUgPD4b,2018,Formula 1 Theme,Brian Tyler,soundtrack,19
17536,KoeKdcVOrCO8xQl6,2017,SPIJT,Amenra,post-metal,36
17537,sz19qZCGvflTbKjT,2011,Time Spent,Deaf Center,dark ambient,38
17538,z7L9lXo1gIFl7L6C,2014,Klapp Klapp,Little Dragon,art pop,24
17539,gWYAdfQLELyFpEZ2,2006,Bring Me Back a Dog,IAMX,synthpop,15
17540,41AMMZrOfVaIl37n,2014,The Guesser,Temples,indie rock,13
17541,Q51JADIaGoYO5uLZ,2018,Hair Body Face,Lady Gaga,soundtrack,36
17542,hENEwjSjAQH1QDg7,2019,Feel Like Home,Papa Roach,nu metal,29
17543,lChQX1cZG7eW9pVJ,2011,Leave Everything Behind,Amaranthe,power metal,28
17544,hm9hi0rnbt6dPGqt,2018,Töltés,Thy Catafalque,black metal,32
17545,lQCTLT0IpBC0YspB,2012,PURITY BOYS,Blank Banshee,vaporwave,12
17546,8y9Uy6qcPdteNyE6,2007,Footprints in the Sand,Leona Lewis,soul,10
17547,PCYCDrzlGgfXM1QU,2011,My Tears Are Becoming a Sea,M83,post-rock,50
17548,53v7dqOPdOonymgL,2017,Never Enough,Wage War,christian metal,13
17549,g0oDSH7CDwUxHWPW,2014,Looking Too Closely,Fink,alternative rock,81
17550,2hEb2BelzANpvFXG,2017,Audition,Mount Kimbie,dubstep,40
17551,obPU6KiwYbvtfUvH,2010,Long Flight,Future Islands,indie pop,34
17552,jZlPV4zISCPeKbZO,2000,Steve Berman,Eminem,rap,46
17553,6zaMorpLNmWzuf2I,2011,Police Station,Red Hot Chili Peppers,funk rock,46
17554,zf4n3ojYSc30lTrI,2011,Posters,Youth Lagoon,dream pop,12
17555,yOXNg2agJnCl4Yhx,2010,Change,Karnivool,progressive rock,23
17556,BfxW2MPgFwVWJsaL,2016,Used to Be,Weyes Blood,art pop,30
17557,SkGDmL2s1CwEYXGY,1995,Warped,Red Hot Chili Peppers,funk,46
17558,bqjM8SupQNqUaPBE,1995,Bed for the Scraping,Fugazi,post-hardcore,32
17559,ogzPWWxJBktqMYOw,2011,New Map,M83,shoegaze,39
17560,MoWvUY0ik2IFoXdm,2018,Deep Red,Aborted,deathgrind,18
17561,os643GxVuto8lWyI,2006,Catalyst,Slayer,speed metal,29
17562,I8onvc1fKWq4E661,2011,Automatic,Amaranthe,power metal,35
17563,Xm179WKmp7ijmhPe,1998,Notorious,Duran Duran,new wave,39
17564,YoXG4qRo08zaJS0y,1970,Top of the Pops,The Kinks,classic rock,12
17565,I1BmWYQJdY90JmdO,2018,Gőte,Thy Catafalque,jazz,31
17566,u5YptJGWb2s3jZ9r,2011,Start of Something Good,Daughtry,modern rock,10
17567,UUgFw7eojeXcpy4i,2018,Real Life,Imagine Dragons,indie rock,37
17568,XCVTwcoTJYkfVkoY,2018,The Freaks,The Menzingers,orgcore,20
17569,kjdwSyMuEdQGkcij,2010,You Are So Beautiful,Escape the Fate,emocore,11
17570,dgbJdoKcROoCwgWy,1996,Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,soul,17
17571,jTtlknOVOGeChWDv,1987,Blueprint,Rainbirds,pop,13
17572,UPocxmGfrmPno8ak,2006,Skeleton Christ,Slayer,slayer,28
17573,Ysn0T4oTAf4zBGdi,2017,Insane,Cavalera Conspiracy,thrash metal,26
17574,itSU85etD1M8fNbM,2017,No One - Acoustic,Alicia Keys,soul,22
17575,VaJEWhHsLR97SqOP,2010,Tin Man,Future Islands,indietronica,20
17576,hxZJbqYUUrSf2YYX,2002,Lonely As You,Foo Fighters,grunge,17
17577,7bkpgHoicnR96Oxv,2011,OK Pal,M83,shoegaze,35
17578,W49ZpnVOLCpASGiA,2018,Sárember,Thy Catafalque,black metal,48
17579,2r2gp97GNPgD1Ch8,2005,Still,Foo Fighters,alternative rock,15
17580,8DLjoqzwfSSwozDZ,1983,Union of the Snake,Duran Duran,new wave,18
17581,seZTXPsD14vMlnvG,2011,Little Man,Little Dragon,indietronica,19
17582,Eg3CvqanQKPGxOsx,1984,The Beast,Twisted Sister,glam metal,8
17583,OzCqDjkDhc7phALJ,2001,Dracula,Gorillaz,dub,36
17584,fAIhKIRKRMVGPwIw,2017,Miracle,The Score,freakbeat,10
17585,4CKu7EPD4swwrhoi,1999,Sweet Charity,Mr. Bungle,experimental rock,59
17586,MzumbHTxLgREKzSk,2012,Not That Beautiful,Papa Roach,nu metal,12
17587,XQSpwirTPuX0D17Z,2008,The Big Gloom,Have a Nice Life,shoegaze,64
17588,2Yi21JflKVIh6hOF,2014,Mirrors,PVRIS,alternative rock,24
17589,n4P9GzU5ga60N5oP,2019,Blankets,Craig Finn,singer-songwriter,28
17590,8Vv4ePlTWKiSsIsR,2006,Eyes Of The Insane,Slayer,thrash metal,39
17591,5CF0mlPQA5fRnwWV,2011,Another Wave from You,M83,ambient,32
17592,fAYMyWODniugXKdE,2017,Witness,Wage War,melodic metalcore,26
17593,8sPy3PaYCVh36xvg,1988,Oblivious,Galaxie 500,dream pop,14
17594,LUJEMWrwFqlpL2zD,2016,Ocean of Wounds,Abbath,black metal,15
17595,umGZSEkmojgXtpJc,2018,Utican,Novo Amor,folk,23
17596,6qC7s0Xt8zy6jRF6,2011,Splendor,M83,shoegaze,26
17597,Gt8KiaSXiSiGNLUg,2017,Frequency,Starset,alternative rock,12
17598,efmsBahqGJPpIEKx,1966,Doncha Bother Me,The Rolling Stones,classic rock,24
17599,39KZDvCtGRZxLH15,2006,Stuck Between,Riverside,progressive rock,16
17600,j7SfY772g1e26Yzv,2001,The Sky Is Crying,Elmore James,chicago blues,28
17601,HDAzq42r3b2iU9tV,2000,Godless,The Dandy Warhols,indie rock,34
17602,3KaGRCuytqFCkoot,1999,Affirmation,Savage Garden,pop,58
17603,sJNWj0R3bVE6gmBO,2004,Labyrinth,The Cure,post-punk,18
17604,W4o0xoXePKHkqbTZ,2018,thoughts & prayers,Grandson,indie rock,22
17605,1roQgdBvdqDGK2X7,1976,Sowiesoso,Cluster,krautrock,34
17606,xhszQj27G4shQfHb,1990,Power to the People,Public Enemy,hip hop,10
17607,kE9eOOeMWYv7lqTn,2011,Illest Alive,Clams Casino,trip hop,31
17608,QZbNIsERaTcn3Wge,2003,To Burn The Eye,Trivium,thrash metal,10
17609,Xifi6xgbDBHE1UXB,2015,In Your Pocket,Maroon 5,pop,11
17610,rZVGR3dHokONghuq,2005,IMN,Mudvayne,nu metal,17
17611,9ZUDZsUVCcpzw0pJ,1988,Feed Me With Your Kiss,My Bloody Valentine,noise pop,21
17612,ySNDmMVPwXU3Js8g,2017,Die for You,Starset,alternative rock,18
17613,yOwsoZAw9apN8TKW,2011,"Year One, One UFO",M83,shoegaze,26
17614,2HMIpSuCforil1f7,1994,Chove Chuva,Biquini Cavadão,rock nacional,12
17615,z7OQKA45O2talbmN,2018,I Can Change,Lake Street Dive,jazz,24
17616,MVU2BRv7ayNgiHUu,1987,Fight,The Cure,post-punk,15
17617,htqwrYELLQpry8hQ,2008,Kletva,Ladytron,electroclash,14
17618,NOzkKiQ1LOQfPUhz,1984,Screaming at a Wall,Minor Threat,straight edge,33
17619,UHfWIAKH5jJ50rhu,2011,Fiction Dawn,Deaf Center,dark ambient,19
17620,ZWQFpPxbebD3hAfn,2006,Reject Yourself,Killswitch Engage,melodic death metal,36
17621,pmPh64VEpOaji0es,2004,Anniversary,The Cure,post-punk,15
17622,NxqTmBdYsvyvuiB0,1999,None of Them Knew They Were Robots,Mr. Bungle,experimental rock,46
17623,s8Tfx5bqoOomDW2g,1997,La Torre de Babel,Los Tres,rock,10
17624,A6GLGUNgkWutv25f,2011,Over My Dead Body,Drake,hip hop,19
17625,HJdsFbwuZoBprPio,2009,Courage,The Whitest Boy Alive,electronic,28
17626,bDw2JCWYFpIa80ou,2019,i need to be alone.,Girl In Red,dream pop,30
17627,BlKP09tnyULKCE2M,2011,Fountains,M83,electronic,27
17628,Eu0ANa9bhb9a1POr,2008,Burning Up,Ladytron,electroclash,25
17629,KIt3GHbU9RltFKfH,1997,Chicago,Benny Goodman,big band,14
17630,UjBjzDFyFPZYq3AK,2018,Dissatisfied Existence,Destruction,thrash metal,13
17631,IpeAzDXEekU6pyKi,2005,Hold Tight London,The Chemical Brothers,big beat,18
17632,mN5wv2NEPKC6P8od,2007,Spit You Out,Bullet for My Valentine,metalcore,27
17633,YS1vZ7fjCaV3RPLB,2014,Slum Lord,Mega Drive,retro electro,21
17634,hruh0TseOiVlVwfA,2012,The Pretender,Infected Mushroom,drum and bass,32
17635,vphDylyJC31JCCv5,2018,Autumn Love,Death Cab for Cutie,indie rock,26
17636,Q3ydnI4OwrzSPlBQ,1995,Coffee Shop,Red Hot Chili Peppers,funk rock,26
17637,xS5QSLNJ3SOVCFUK,1979,In The Heat Of The Night,Pat Benatar,pop,52
17638,IsTO1rHFpSE93xls,2016,The Gospel,Alicia Keys,gospel,12
17639,CwsldOvmpLKruuaz,2000,Get Off,The Dandy Warhols,indie rock,38
17640,WQeMR9NzO3mWwQds,2004,The Promise,The Cure,post-punk,16
17641,HdDsdgvppaDF8Np4,2009,To Love You All Over Again,Madeleine Peyroux,jazz,10
17642,GxG98Xf3ayntT596,2000,All About Her,New Found Glory,pop punk,11
17643,AWxmAk8zHCZof43V,1985,Black Man Ray,China Crisis,new wave,11
17644,MCcsNxiRJZ7N6lJP,2011,Not Again,Staind,alternative metal,10
17645,e1SVVzf4xD6DqMiK,1999,Retrovertigo,Mr. Bungle,experimental rock,66
17646,tpbvu7VnrFJGyACO,2009,Timebomb,The Whitest Boy Alive,electronic,17
17647,hiZOnY63Q67hWHMU,2015,Greetings from Califournia,The Neighbourhood,indie rock,13
17648,LVEmmu4Bjgo6ZNTq,1985,Like to Get to Know You Well,Howard Jones,new wave,14
17649,Sltk4sOteSrG8ins,2014,The Astral Dialogue,Agalloch,folk metal,34
17650,DAkw8nCoGNKVxksK,2008,The Future,Have a Nice Life,shoegaze,32
17651,uileesZH6KVuYAbI,2011,Echoes of Mine,M83,post-rock,31
17652,HGuUoazRVKBTkRNd,1995,Future Breed Machine,Meshuggah,technical death metal,53
17653,lb2kecRy5FTno0HG,1979,Night Boat to Cairo,Madness,ska,39
17654,oE6Drahik6zHuXcc,2015,Tupelo Honey,Van Morrison,soft rock,25
17655,xgkNRsXw23zAp8bw,2017,Starlight,Starset,space rock,11
17656,qetgheovnh7GG4JI,1995,One Big Mob,Red Hot Chili Peppers,funk,20
17657,ltgfknDnxO01IfgM,2006,Counting 5-4-3-2-1,Thursday,emocore,26
17658,MT47FUilMkzXx8YF,2014,Held,Kiasmos,minimal,52
17659,WyMaf2bio9jVjs3L,2008,Earthmover,Have a Nice Life,post-rock,32
17660,yAPRWmgnhmLT9z4p,2012,Silenced by the Night,Keane,pop,36
17661,HELbGitWK3Ul5C0g,2011,Klaus I Love You,M83,shoegaze,27
17662,12dt1sEhPPalH4lq,2010,Sad Sad City,Ghostland Observatory,new rave,14
17663,BkDScLlP6wIweozP,1998,New Noise,Refused,hardcore punk,138
17664,mgjDCaqqLfxz1070,2000,Drug Ballad,Eminem,hip hop,54
17665,OtnzeR9RRBa9T6I0,1998,Revival,Orgy,industrial rock,13
17666,XJlBfszYWTztlp4e,2018,You Moved Away,Death Cab for Cutie,indie pop,22
17667,ljeqXnyLgKngTIhx,2007,Let You Down,Three Days Grace,hard rock,32
17668,O1wVytkFruvcjx9o,2011,Austere,The Joy Formidable,indie rock,12
17669,Gt776hIf2l9eLLXQ,1995,Beneath,Meshuggah,progressive metal,25
17670,7ElVq4fhUpEPnl4G,2005,Girl and the Sea,The Presets,electronic,17
17671,PR0irowHiZ1ND68u,1999,Ars Moriendi,Mr. Bungle,avant-garde,43
17672,0v1d5DAU8IY7Asar,2011,Manic Depression,The Jimi Hendrix Experience,psychedelic rock,17
17673,27IVL5hHNL6RlFVD,2017,Abre Caminho,Baco Exu do Blues,rap,14
17674,RFEwfTY59MuM42mP,2016,Dove,Pillar Point,electronic,19
17675,nBBHWkN61iv1UdCF,1996,Disfigured,Cannibal Corpse,brutal death metal,18
17676,NT4r19CIqIXohVsr,2014,True Hallucination Speak,Cynic,progressive metal,54
17677,xDXxUTtKTB8OW9nq,2007,Uniform,Bloc Party,indie rock,20
17678,HKiS4D8ORYK1KmEg,2004,Right to Be Wrong,Joss Stone,jazz,39
17679,JBAbFdJECZfvdftI,1995,Walkabout,Red Hot Chili Peppers,funk,24
17680,T2wRlpcjRyW8623G,2019,Want It All,Angel Du$t,straight edge,15
17681,JinowpZEI3eeSRZY,2016,One Thousand Burning Arrows,Amon Amarth,melodic death metal,44
17682,S69FI7sBMZfsteYU,1998,Protest Song '68,Refused,hardcore punk,18
17683,qSbavDMfj1l3V5Kl,2018,Faucet Failure,SKI MASK THE SLUMP GOD,hip hop,20
17684,14Qyg8zeD7QLNCfI,2018,Losing My Mind,Falling in Reverse,post-hardcore,40
17685,VcxIufj7LKsp3fMB,2016,Team,Iggy Azalea,rap,27
17686,uJ5dZqtAMVHhDd1O,2015,Losing You,Aquilo,electronic,10
17687,xQXq8YwEBxtd5v97,2016,37 Million Horsepower,Dynatron,rock,15
17688,QXtlzad9o7ejNuDq,2019,Five,Angel Du$t,straight edge,10
17689,DP2ePK8qWt1O0h2N,1990,This Is Shangrila,Mother Love Bone,grunge,27
17690,2BCD3NmTUkXqdXjr,2009,Promise Less or Do More,The Whitest Boy Alive,electronic,21
17691,AXo3IRM6zSZeHDJc,2012,The Blue Wrath,I Monster,lounge,18
17692,iRc1Fqi5uqbzTANj,2014,Swayed,Kiasmos,minimal,29
17693,F3IoelTSEWUnV2RM,2019,Friends Go,Maggie Lindemann,pop,10
17694,Aw1oW0w6T8AvpnWr,2006,Intro,Breaking Benjamin,alternative rock,22
17695,b1mpXmQE6VEEJFey,2013,The Run and Go,Twenty One Pilots,indie pop,24
17696,akkh8yTwjQlj2MFy,2002,Inhale,Stone Sour,nu metal,20
17697,sKLtQn51rDUBb8lf,2016,Wear My Crown,Amenra,post-metal,36
17698,4RQknDwgrBoVjyOk,2004,I Love You Golden Blue,Sonic Youth,shoegaze,21
17699,YWedaXd6GgybPnmX,2013,King of the Kill,Annihilator,speed metal,41
17700,KUJ5bxM1PINt9r92,2018,Mind If I Stay,Kadebostany,electronic,14
17701,4eqWGmWfyeB5hxBL,2007,Dear Darkness,PJ Harvey,rock,28
17702,O2J3NBz6KjLajZcl,1979,Poptones,Public Image Ltd.,art rock,21
17703,w8qmpHP9d46aXHKh,2018,Stone By Stone,Arnór Dan,synthpop,16
17704,2eKEeOfxNK4bxQp0,2012,Solitary One,Paradise Lost,doom metal,27
17705,uYXH99JD1IYCLMsb,2011,The Greatest Light Is the Greatest Shade,The Joy Formidable,dream pop,10
17706,qEdaRlJoe4Ri7Apf,2007,Bobby Malone Moves Home,Casiotone for the Painfully Alone,indie pop,17
17707,Xeg0EdihyYTTUHpr,2003,Everything Went Numb,Streetlight Manifesto,ska punk,33
17708,kcZ13G6DnKVPmzPR,2009,Dead End,The Whitest Boy Alive,indietronica,15
17709,8KaKfGQNMDTOnkgd,2019,Open Up,Matt Simons,pop,10
17710,EEwDOvj6rpTfgDgn,2006,Heroines,Diablo Swing Orchestra,symphonic metal,24
17711,wUJYvHO1OtsCwl84,2000,Kim,Eminem,hip hop,47
17712,utP3lJkOb8XGecbn,1989,Baby I Don't Care,Transvision Vamp,pop,11
17713,AEvtuGQowbHnfcxm,2007,Double Nature,Mustasch,stoner rock,24
17714,9AghUs34kbSUkykp,2016,Ten Sepiroth,Obscura,technical death metal,11
17715,BKnTQxqe1KAj03wT,2016,The Pit,Omnium Gatherum,finnish metal,19
17716,w0LG8AUlqQXZwHD1,2000,Rose,A Perfect Circle,progressive rock,60
17717,e3kuKAolhTADMfdl,2013,Ongeveer,Eefje de Visser,singer-songwriter,34
17718,UGLBYMkokII0QKRt,2013,A Remedy And A Fever,Altar of Plagues,post-black metal,17
17719,RCFjot7dIp659BnW,1971,Love The One You're With,The Isley Brothers,motown,38
17720,NVLWccZneKEncu6P,2018,Niemals,Die Nerven,noise rock,10
17721,7iDpgervQgIeCfHz,2005,Back Home,Cold,post-grunge,12
17722,dU3Qr4hGGC4n3D1x,2002,Always,Saliva,nu metal,43
17723,xbAlcMWi8e1RgvUf,2008,There Is No Food,Have a Nice Life,drone,35
17724,FEz4uE5Olh5cwDV0,1971,Golf Girl,Caravan,canterbury scene,24
17725,VDeLfBD0Jsq9FCVv,2017,Barcelona,Ed Sheeran,pop,22
17726,K43MhOsghvFY3D57,2014,Coming of Age,Foster the People,indie rock,51
17727,ANb2dXB7QUmTTN4Z,2017,No Goodbyes,Dua Lipa,synthpop,63
17728,8f4GM90huGK3b95u,2014,Fire,PVRIS,alternative rock,15
17729,KthqdhDtYbuKoqVl,2018,Onyx,Scandroid,electronic,10
17730,0BvezEqvTD2gg9On,2016,A Ghost Trapped In Limbo,Sylvaine,blackgaze,19
17731,zLZRz4H3Ic38eH6d,2010,Lawless Darkness,Watain,black metal,56
17732,7RGPu6i84xuKF00f,1995,Burn,Sister Machine Gun,industrial rock,11
17733,cJQnlhJGckiouJP5,2016,I am,Hands Like Houses,alternative rock,17
17734,FI1lC47FfG9WWKQ0,2017,Cesspool Of Ignorance,Signs Of The Swarm,brutal deathcore,15
17735,BvZibF81TodZUofq,1995,Acrid Placidity,Meshuggah,progressive metal,20
17736,f7dYeIecQg2vPr34,2007,A Violent Yet Flammable World,Au Revoir Simone,dream pop,23
17737,L6AWOoAZ2abPx9S3,2008,Welcome To Heartbreak,Kanye West,electronic,25
17738,lQfeZ9fu3k4Uq4Ks,2017,Diaken,Amenra,post-metal,32
17739,ic449BasiSiGs3z4,1999,Goodbye Sober Day,Mr. Bungle,experimental rock,41
17740,EQleDC6L8YxsK33e,2007,Tren Al Sur,Los Prisioneros,rock en espanol,14
17741,dOJcM0YwkfYakQAu,2015,Yekteniya II,Batushka,black metal,10
17742,5ZaXgdLRZMXb9w8V,2019,Drastic Measures,Bayonne,house,19
17743,o7FEqtoXPxhjSZCE,1996,Come To Me,Vangelis,new age,14
17744,9OcpDqyOSYj04c3C,2005,Riot Radio,The Dead 60s,post-punk,21
17745,oF4ui1Kcnyuy4mON,1996,So payaso,Extremoduro,spanish rock,12
17746,R8RX2nT2vRPTw0ZG,2018,"Lover, Leaver",Greta Van Fleet,hard rock,51
17747,Cyxvn3cfvsjhg0Gp,2003,Anticristianos,Dulce Liquido,aggrotech,11
17748,9NOzLTrFd5glNI2s,1997,Father Of Mine,Everclear,grunge,40
17749,pK43WHEUOBtqbZqm,2013,Truce,Twenty One Pilots,indie pop,18
17750,SbuT5tnvAgwITUOl,2013,Survival,Eminem,hip hop,44
17751,8NOX8TBhnhgR7U4v,2018,Preto e Prata,Baco Exu do Blues,rap,25
17752,1M8qGWdQ47XoCilb,2008,My Superman,Santigold,dub,13
17753,IG0zzQPGgMEmxn98,1999,Best Friend,Toy-Box,europop,12
17754,PuLVLvKPA2ITsRvC,1995,Overand,Autechre,ambient,23
17755,o5i6byNSS1NltmMs,2016,Skullcrusher,Combichrist,industrial metal,18
17756,Cd21sxuloy800Ngr,2017,Miss You so Much,Miley Cyrus,country,11
17757,ynzbAQObfjdBHtwJ,2018,Out There,Long Distance Calling,post-rock,46
17758,3WPFRHqlGg1n8OK8,2018,Transilvanian Fungus,Slugdge,sludge metal,13
17759,Bm25u5zsRYcIhHoA,1999,The Spine Splitter,Cannibal Corpse,brutal death metal,15
17760,wmfb5N8vR2DyQk1x,1968,The Garden of Earthly Delights,The United States of America,psychedelic rock,12
17761,0GZwpGtyEwc6jocl,2012,Skin to Bone,Linkin Park,electronic rock,34
17762,tFwhq26STNSguzbj,2002,All Star,Cássia Eller,brazilian rock,15
17763,2j8C7q5T99838ngM,2019,Portrait Of Tracy,Jaco Pastorius,jazz fusion,29
17764,TOyQmCNNpef3xAkf,2003,Look What Happened,Less Than Jake,ska punk,51
17765,ne38vTpMcF7CaEdV,2017,Yuk Foo,Wolf Alice,grunge,29
17766,NaBqHSdU2OlGeWl6,2005,Moonlight,Kamelot,power metal,29
17767,ztUgS3BBTrnnjFqx,1990,Infected,Obituary,death metal,36
17768,bhuSJB3ryYkMTrsm,1998,Whitewash,Buckethead,experimental,38
17769,e6QZOsiem7gUZrA7,2000,Absent Minded Friends,Moloko,electronic,15
17770,fBUuGtdFQHBceDYh,2009,Island,The Whitest Boy Alive,electronic,34
17771,5POfJTUTfIZuNRjQ,2018,Home with You,Madison Beer,pop,18
17772,LRSYWOchZtj6nkpz,2006,Cult,Slayer,slayer,47
17773,ao4Z3cFXebAvGPb6,2014,The Man,Aloe Blacc,soul,17
17774,VmmkAb0DwU646WYI,2018,THUG LIFE,BROCKHAMPTON,experimental hip hop,22
17775,O9aV24j8hmvKy70m,2012,All We Love We Leave Behind,Converge,mathcore,41
17776,qyL3q5SB4qmY0PFR,2014,Burnt,Kiasmos,neo-classical,26
17777,AO9xfsAhal0V2vSw,1998,Regret,Anathema,doom metal,32
